Order_ID,Date,Year,Month,Month_Num,Quarter,Day_of_Week,Category,Product,Unit_Price,Quantity,Total_Sales,Customer_ID,Region,Age_Group,Gender,Payment_Method,Shipping_Method
ORD18299,2024-03-22,2024,March,3,Q1,Friday,Electronics,Smart Watch,474.17,1,474.17,CUST0430,South,56+,Male,Credit Card,Next Day
ORD18300,2024-03-22,2024,March,3,Q1,Friday,Sports,Bicycle,200.79,3,602.37,CUST0383,North,36-45,Female,Debit Card,Express
ORD18301,2024-03-22,2024,March,3,Q1,Friday,Electronics,Laptop,101.29,2,202.58,CUST0483,East,18-25,Other,Credit Card,Next Day
ORD18302,2024-03-22,2024,March,3,Q1,Friday,Clothing,Jeans,68.71,1,68.71,CUST0123,North,46-55,Female,Credit Card,Next Day
ORD18303,2024-03-22,2024,March,3,Q1,Friday,Home & Garden,Lamp,78.22,3,234.66,CUST0423,South,18-25,Male,Gift Card,Standard
ORD18304,2024-03-22,2024,March,3,Q1,Friday,Books,Self-Help Book,19.24,2,38.48,CUST0270,West,36-45,Other,Debit Card,Express
ORD18305,2024-03-22,2024,March,3,Q1,Friday,Electronics,Laptop,954.51,3,2863.53,CUST0129,East,56+,Male,PayPal,Express
ORD18306,2024-03-22,2024,March,3,Q1,Friday,Clothing,Jacket,78.75,1,78.75,CUST0453,South,46-55,Female,PayPal,Next Day
ORD18307,2024-03-23,2024,March,3,Q1,Saturday,Books,Cookbook,13.66,5,68.3,CUST0224,South,56+,Male,PayPal,Standard
ORD18308,2024-03-23,2024,March,3,Q1,Saturday,Home & Garden,Garden Tools,258.01,1,258.01,CUST0225,North,26-35,Other,Credit Card,Standard
ORD18309,2024-03-23,2024,March,3,Q1,Saturday,Sports,Running Shoes,453.08,3,1359.24,CUST0394,South,56+,Female,Credit Card,Standard
ORD18310,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Laptop,203.11,1,203.11,CUST0019,West,18-25,Male,Gift Card,Standard
ORD18311,2024-03-23,2024,March,3,Q1,Saturday,Home & Garden,Garden Tools,59.95,3,179.85,CUST0031,East,26-35,Male,Debit Card,Express
ORD18312,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Bluetooth Speaker,229.2,3,687.6,CUST0436,West,36-45,Male,Debit Card,Express
ORD18313,2024-03-23,2024,March,3,Q1,Saturday,Clothing,Sneakers,122.11,2,244.22,CUST0203,West,46-55,Other,Debit Card,Express
ORD18314,2024-03-23,2024,March,3,Q1,Saturday,Clothing,T-Shirt,92.8,1,92.8,CUST0455,West,26-35,Male,Gift Card,Express
ORD18315,2024-03-23,2024,March,3,Q1,Saturday,Clothing,Jacket,116.73,5,583.65,CUST0210,East,18-25,Other,Debit Card,Next Day
ORD18316,2024-03-23,2024,March,3,Q1,Saturday,Sports,Dumbbells,175.55,3,526.65,CUST0238,West,18-25,Male,Debit Card,Next Day
ORD18317,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Laptop,725.7,1,725.7,CUST0460,Central,46-55,Female,Gift Card,Standard
ORD18318,2024-03-23,2024,March,3,Q1,Saturday,Clothing,Jeans,43.4,2,86.8,CUST0149,South,18-25,Female,Credit Card,Next Day
ORD18319,2024-03-23,2024,March,3,Q1,Saturday,Home & Garden,Vacuum Cleaner,231.05,2,462.1,CUST0400,South,36-45,Female,PayPal,Standard
ORD18320,2024-03-23,2024,March,3,Q1,Saturday,Books,Self-Help Book,12.65,2,25.3,CUST0269,West,18-25,Male,PayPal,Express
ORD18321,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Tablet,472.92,1,472.92,CUST0106,North,18-25,Female,Credit Card,Next Day
ORD18322,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Smart Watch,739.86,2,1479.72,CUST0433,North,56+,Male,PayPal,Express
ORD18323,2024-03-23,2024,March,3,Q1,Saturday,Home & Garden,Lamp,89.02,3,267.06,CUST0435,North,26-35,Other,Gift Card,Standard
ORD18324,2024-03-23,2024,March,3,Q1,Saturday,Sports,Bicycle,188.81,1,188.81,CUST0026,South,26-35,Other,Debit Card,Standard
ORD18325,2024-03-23,2024,March,3,Q1,Saturday,Books,Self-Help Book,21.06,1,21.06,CUST0186,South,18-25,Other,Gift Card,Next Day
ORD18326,2024-03-23,2024,March,3,Q1,Saturday,Sports,Fitness Tracker,53.53,2,107.06,CUST0383,West,56+,Other,PayPal,Express
ORD18327,2024-03-23,2024,March,3,Q1,Saturday,Sports,Dumbbells,301.91,3,905.73,CUST0066,North,46-55,Other,Debit Card,Express
ORD18328,2024-03-23,2024,March,3,Q1,Saturday,Electronics,Bluetooth Speaker,688.76,3,2066.28,CUST0028,East,46-55,Male,Gift Card,Next Day
ORD18329,2024-03-23,2024,March,3,Q1,Saturday,Books,Science Book,35.24,1,35.24,CUST0361,Central,26-35,Other,PayPal,Next Day
ORD18330,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Garden Tools,124.15,1,124.15,CUST0145,South,18-25,Other,Debit Card,Standard
ORD18331,2024-03-24,2024,March,3,Q1,Sunday,Sports,Dumbbells,208.84,2,417.68,CUST0063,South,46-55,Other,Credit Card,Standard
ORD18332,2024-03-24,2024,March,3,Q1,Sunday,Sports,Yoga Mat,132.88,2,265.76,CUST0131,East,46-55,Male,Debit Card,Express
ORD18333,2024-03-24,2024,March,3,Q1,Sunday,Sports,Dumbbells,141.3,3,423.9,CUST0173,West,18-25,Female,Debit Card,Standard
ORD18334,2024-03-24,2024,March,3,Q1,Sunday,Sports,Bicycle,104.46,1,104.46,CUST0294,North,26-35,Male,Credit Card,Next Day
ORD18335,2024-03-24,2024,March,3,Q1,Sunday,Books,Fiction Novel,31.58,5,157.9,CUST0023,East,56+,Male,Debit Card,Express
ORD18336,2024-03-24,2024,March,3,Q1,Sunday,Sports,Running Shoes,190.38,2,380.76,CUST0197,West,18-25,Other,Gift Card,Next Day
ORD18337,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Bed Sheets,211.11,2,422.22,CUST0264,West,26-35,Male,Gift Card,Standard
ORD18338,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Wireless Headphones,1018.85,6,6113.1,CUST0164,South,46-55,Other,Credit Card,Next Day
ORD18339,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Sneakers,79.21,3,237.63,CUST0433,Central,56+,Male,Gift Card,Standard
ORD18340,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Jeans,64.03,8,512.24,CUST0255,North,46-55,Male,Credit Card,Standard
ORD18341,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Laptop,420.37,3,1261.11,CUST0449,North,56+,Male,Debit Card,Standard
ORD18342,2024-03-24,2024,March,3,Q1,Sunday,Sports,Bicycle,304.95,3,914.85,CUST0031,North,18-25,Other,PayPal,Express
ORD18343,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Garden Tools,245.4,7,1717.8,CUST0431,West,46-55,Female,PayPal,Express
ORD18344,2024-03-24,2024,March,3,Q1,Sunday,Books,Science Book,36.96,2,73.92,CUST0426,West,56+,Other,Debit Card,Next Day
ORD18345,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Tablet,915.39,2,1830.78,CUST0329,East,26-35,Female,Gift Card,Standard
ORD18346,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Lamp,156.1,3,468.3,CUST0284,Central,46-55,Other,Debit Card,Next Day
ORD18347,2024-03-24,2024,March,3,Q1,Sunday,Sports,Bicycle,432.82,2,865.64,CUST0011,North,36-45,Female,Gift Card,Express
ORD18348,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Garden Tools,235.72,1,235.72,CUST0339,Central,26-35,Male,Debit Card,Next Day
ORD18349,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Jacket,52.27,2,104.54,CUST0397,Central,18-25,Male,Credit Card,Express
ORD18350,2024-03-24,2024,March,3,Q1,Sunday,Sports,Dumbbells,275.53,1,275.53,CUST0492,North,36-45,Female,PayPal,Standard
ORD18351,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Wireless Headphones,211.23,1,211.23,CUST0164,West,18-25,Male,Debit Card,Express
ORD18352,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Sneakers,126.07,2,252.14,CUST0155,West,36-45,Male,Credit Card,Standard
ORD18353,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Dress,139.74,5,698.7,CUST0345,North,26-35,Female,Debit Card,Express
ORD18354,2024-03-24,2024,March,3,Q1,Sunday,Clothing,T-Shirt,87.88,2,175.76,CUST0246,South,26-35,Other,Credit Card,Next Day
ORD18355,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Garden Tools,44.17,2,88.34,CUST0145,North,56+,Other,Gift Card,Standard
ORD18356,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Laptop,600.42,3,1801.26,CUST0490,West,26-35,Other,Credit Card,Standard
ORD18357,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Sneakers,87.02,8,696.16,CUST0486,South,18-25,Male,Credit Card,Express
ORD18358,2024-03-24,2024,March,3,Q1,Sunday,Books,Fiction Novel,12.31,2,24.62,CUST0190,East,36-45,Female,Debit Card,Express
ORD18359,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Wireless Headphones,87.66,3,262.98,CUST0032,South,46-55,Other,Debit Card,Express
ORD18360,2024-03-24,2024,March,3,Q1,Sunday,Sports,Yoga Mat,396.29,2,792.58,CUST0047,South,26-35,Male,Gift Card,Express
ORD18361,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Jacket,45.82,3,137.46,CUST0409,East,46-55,Male,Credit Card,Standard
ORD18362,2024-03-24,2024,March,3,Q1,Sunday,Books,Self-Help Book,17.87,3,53.61,CUST0154,East,18-25,Male,Credit Card,Express
ORD18363,2024-03-24,2024,March,3,Q1,Sunday,Books,Science Book,16.71,2,33.42,CUST0261,East,56+,Female,Debit Card,Standard
ORD18364,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Coffee Maker,206.51,2,413.02,CUST0215,South,56+,Male,Credit Card,Express
ORD18365,2024-03-24,2024,March,3,Q1,Sunday,Clothing,Sneakers,40.13,4,160.52,CUST0179,North,36-45,Other,PayPal,Express
ORD18366,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Vacuum Cleaner,282.99,1,282.99,CUST0316,Central,36-45,Male,Credit Card,Next Day
ORD18367,2024-03-24,2024,March,3,Q1,Sunday,Electronics,Laptop,473.2,1,473.2,CUST0342,Central,18-25,Female,Credit Card,Standard
ORD18368,2024-03-24,2024,March,3,Q1,Sunday,Books,Science Book,37.32,2,74.64,CUST0180,Central,46-55,Female,Credit Card,Express
ORD18369,2024-03-24,2024,March,3,Q1,Sunday,Home & Garden,Coffee Maker,201.57,2,403.14,CUST0003,North,56+,Female,PayPal,Standard
ORD18370,2024-03-25,2024,March,3,Q1,Monday,Clothing,T-Shirt,72.0,2,144.0,CUST0290,South,46-55,Other,Gift Card,Next Day
ORD18371,2024-03-25,2024,March,3,Q1,Monday,Sports,Bicycle,227.54,1,227.54,CUST0074,East,18-25,Other,Gift Card,Express
ORD18372,2024-03-25,2024,March,3,Q1,Monday,Clothing,Dress,39.32,2,78.64,CUST0065,West,36-45,Other,PayPal,Next Day
ORD18373,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Garden Tools,290.56,2,581.12,CUST0311,West,26-35,Female,Debit Card,Standard
ORD18374,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Garden Tools,138.39,3,415.17,CUST0150,East,26-35,Male,Gift Card,Next Day
ORD18375,2024-03-25,2024,March,3,Q1,Monday,Sports,Dumbbells,262.55,3,787.65,CUST0088,Central,46-55,Female,PayPal,Standard
ORD18376,2024-03-25,2024,March,3,Q1,Monday,Electronics,Tablet,292.71,3,878.13,CUST0349,South,36-45,Male,Debit Card,Next Day
ORD18377,2024-03-25,2024,March,3,Q1,Monday,Electronics,Smart Watch,519.11,1,519.11,CUST0095,East,18-25,Male,Credit Card,Standard
ORD18378,2024-03-25,2024,March,3,Q1,Monday,Electronics,Smart Watch,75.42,2,150.84,CUST0181,South,18-25,Female,Credit Card,Express
ORD18379,2024-03-25,2024,March,3,Q1,Monday,Clothing,T-Shirt,71.36,4,285.44,CUST0067,West,18-25,Male,Gift Card,Next Day
ORD18380,2024-03-25,2024,March,3,Q1,Monday,Clothing,Jacket,119.18,1,119.18,CUST0453,South,56+,Male,Credit Card,Next Day
ORD18381,2024-03-25,2024,March,3,Q1,Monday,Clothing,T-Shirt,75.09,5,375.45,CUST0500,East,26-35,Other,Debit Card,Express
ORD18382,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Coffee Maker,228.43,4,913.72,CUST0016,South,46-55,Other,Credit Card,Next Day
ORD18383,2024-03-25,2024,March,3,Q1,Monday,Books,Cookbook,36.1,1,36.1,CUST0194,North,56+,Male,PayPal,Standard
ORD18384,2024-03-25,2024,March,3,Q1,Monday,Electronics,Wireless Headphones,978.63,3,2935.89,CUST0435,South,26-35,Male,Credit Card,Express
ORD18385,2024-03-25,2024,March,3,Q1,Monday,Clothing,Jeans,112.53,2,225.06,CUST0473,North,56+,Female,Credit Card,Express
ORD18386,2024-03-25,2024,March,3,Q1,Monday,Sports,Fitness Tracker,163.26,3,489.78,CUST0152,South,56+,Male,PayPal,Standard
ORD18387,2024-03-25,2024,March,3,Q1,Monday,Electronics,Wireless Headphones,211.58,6,1269.48,CUST0329,South,36-45,Other,PayPal,Next Day
ORD18388,2024-03-25,2024,March,3,Q1,Monday,Clothing,Sneakers,118.59,3,355.77,CUST0164,West,36-45,Other,Credit Card,Standard
ORD18389,2024-03-25,2024,March,3,Q1,Monday,Books,Biography,13.04,3,39.12,CUST0140,West,18-25,Male,Debit Card,Standard
ORD18390,2024-03-25,2024,March,3,Q1,Monday,Clothing,Jeans,53.72,1,53.72,CUST0188,East,36-45,Other,PayPal,Next Day
ORD18391,2024-03-25,2024,March,3,Q1,Monday,Clothing,Jacket,149.26,5,746.3,CUST0076,Central,46-55,Female,Gift Card,Next Day
ORD18392,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Bed Sheets,56.77,1,56.77,CUST0369,East,46-55,Female,Gift Card,Next Day
ORD18393,2024-03-25,2024,March,3,Q1,Monday,Clothing,Jeans,45.37,1,45.37,CUST0167,North,46-55,Other,Credit Card,Next Day
ORD18394,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Lamp,90.0,3,270.0,CUST0018,Central,56+,Other,Credit Card,Express
ORD18395,2024-03-25,2024,March,3,Q1,Monday,Clothing,T-Shirt,110.6,1,110.6,CUST0435,East,56+,Female,Gift Card,Express
ORD18396,2024-03-25,2024,March,3,Q1,Monday,Sports,Yoga Mat,267.83,2,535.66,CUST0472,East,18-25,Female,Credit Card,Standard
ORD18397,2024-03-25,2024,March,3,Q1,Monday,Electronics,Bluetooth Speaker,1117.7,3,3353.1,CUST0449,North,18-25,Male,Debit Card,Next Day
ORD18398,2024-03-25,2024,March,3,Q1,Monday,Electronics,Bluetooth Speaker,501.36,3,1504.08,CUST0148,Central,46-55,Other,Gift Card,Next Day
ORD18399,2024-03-25,2024,March,3,Q1,Monday,Books,Self-Help Book,37.11,3,111.33,CUST0144,North,36-45,Other,Debit Card,Next Day
ORD18400,2024-03-25,2024,March,3,Q1,Monday,Books,Cookbook,12.08,1,12.08,CUST0214,Central,26-35,Female,PayPal,Standard
ORD18401,2024-03-25,2024,March,3,Q1,Monday,Electronics,Wireless Headphones,1058.9,2,2117.8,CUST0180,South,18-25,Other,Debit Card,Express
ORD18402,2024-03-25,2024,March,3,Q1,Monday,Electronics,Tablet,861.91,3,2585.73,CUST0328,Central,36-45,Male,Debit Card,Standard
ORD18403,2024-03-25,2024,March,3,Q1,Monday,Sports,Fitness Tracker,296.74,2,593.48,CUST0030,Central,36-45,Other,Credit Card,Next Day
ORD18404,2024-03-25,2024,March,3,Q1,Monday,Clothing,Dress,44.11,3,132.33,CUST0304,North,18-25,Male,Gift Card,Next Day
ORD18405,2024-03-25,2024,March,3,Q1,Monday,Books,Biography,20.62,1,20.62,CUST0449,East,26-35,Male,PayPal,Next Day
ORD18406,2024-03-25,2024,March,3,Q1,Monday,Clothing,Dress,101.51,2,203.02,CUST0420,South,18-25,Female,Gift Card,Express
ORD18407,2024-03-25,2024,March,3,Q1,Monday,Books,Cookbook,29.73,5,148.65,CUST0045,South,18-25,Female,Credit Card,Standard
ORD18408,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Bed Sheets,207.93,1,207.93,CUST0046,West,36-45,Male,Debit Card,Next Day
ORD18409,2024-03-25,2024,March,3,Q1,Monday,Home & Garden,Lamp,261.6,1,261.6,CUST0213,East,36-45,Other,Debit Card,Express
ORD18410,2024-03-25,2024,March,3,Q1,Monday,Electronics,Tablet,711.47,1,711.47,CUST0429,North,56+,Male,PayPal,Express
ORD18411,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Coffee Maker,201.56,3,604.68,CUST0278,East,56+,Male,Gift Card,Standard
ORD18412,2024-03-26,2024,March,3,Q1,Tuesday,Books,Cookbook,21.36,1,21.36,CUST0368,West,18-25,Other,Gift Card,Standard
ORD18413,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Vacuum Cleaner,134.72,1,134.72,CUST0180,East,46-55,Male,Credit Card,Standard
ORD18414,2024-03-26,2024,March,3,Q1,Tuesday,Sports,Bicycle,105.84,2,211.68,CUST0267,Central,46-55,Other,PayPal,Next Day
ORD18415,2024-03-26,2024,March,3,Q1,Tuesday,Electronics,Bluetooth Speaker,240.75,2,481.5,CUST0382,North,26-35,Other,Credit Card,Next Day
ORD18416,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Coffee Maker,240.9,1,240.9,CUST0239,West,46-55,Male,Debit Card,Standard
ORD18417,2024-03-26,2024,March,3,Q1,Tuesday,Electronics,Tablet,940.95,3,2822.85,CUST0059,South,26-35,Female,PayPal,Next Day
ORD18418,2024-03-26,2024,March,3,Q1,Tuesday,Books,Science Book,18.38,3,55.14,CUST0380,West,26-35,Other,Gift Card,Next Day
ORD18419,2024-03-26,2024,March,3,Q1,Tuesday,Books,Self-Help Book,17.05,1,17.05,CUST0248,Central,18-25,Female,PayPal,Next Day
ORD18420,2024-03-26,2024,March,3,Q1,Tuesday,Books,Science Book,30.57,2,61.14,CUST0061,North,26-35,Male,Gift Card,Standard
ORD18421,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Vacuum Cleaner,202.46,1,202.46,CUST0404,North,46-55,Female,Credit Card,Standard
ORD18422,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Lamp,25.11,1,25.11,CUST0422,North,46-55,Female,Credit Card,Express
ORD18423,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,T-Shirt,37.23,2,74.46,CUST0086,East,56+,Female,Debit Card,Express
ORD18424,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,Dress,122.89,1,122.89,CUST0088,South,46-55,Female,Debit Card,Standard
ORD18425,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Lamp,213.6,3,640.8,CUST0485,South,36-45,Male,PayPal,Express
ORD18426,2024-03-26,2024,March,3,Q1,Tuesday,Electronics,Bluetooth Speaker,942.09,3,2826.27,CUST0294,North,46-55,Male,Debit Card,Next Day
ORD18427,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,Dress,46.69,3,140.07,CUST0183,South,46-55,Female,Gift Card,Standard
ORD18428,2024-03-26,2024,March,3,Q1,Tuesday,Books,Fiction Novel,23.82,2,47.64,CUST0309,North,46-55,Female,Gift Card,Express
ORD18429,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,T-Shirt,24.61,2,49.22,CUST0057,South,26-35,Male,Credit Card,Standard
ORD18430,2024-03-26,2024,March,3,Q1,Tuesday,Books,Cookbook,18.82,5,94.1,CUST0318,North,46-55,Other,PayPal,Next Day
ORD18431,2024-03-26,2024,March,3,Q1,Tuesday,Electronics,Tablet,528.43,1,528.43,CUST0065,North,18-25,Female,PayPal,Express
ORD18432,2024-03-26,2024,March,3,Q1,Tuesday,Sports,Bicycle,42.25,2,84.5,CUST0017,Central,36-45,Other,PayPal,Express
ORD18433,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,T-Shirt,106.79,1,106.79,CUST0219,North,46-55,Other,Gift Card,Express
ORD18434,2024-03-26,2024,March,3,Q1,Tuesday,Books,Self-Help Book,27.48,3,82.44,CUST0199,North,36-45,Male,PayPal,Standard
ORD18435,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,Jeans,136.75,1,136.75,CUST0038,West,56+,Female,Gift Card,Express
ORD18436,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,Sneakers,73.95,1,73.95,CUST0483,South,36-45,Female,PayPal,Express
ORD18437,2024-03-26,2024,March,3,Q1,Tuesday,Sports,Fitness Tracker,69.3,1,69.3,CUST0101,West,56+,Female,Debit Card,Standard
ORD18438,2024-03-26,2024,March,3,Q1,Tuesday,Clothing,Dress,111.81,7,782.67,CUST0324,North,26-35,Other,Gift Card,Standard
ORD18439,2024-03-26,2024,March,3,Q1,Tuesday,Sports,Fitness Tracker,276.62,2,553.24,CUST0363,West,36-45,Other,Gift Card,Standard
ORD18440,2024-03-26,2024,March,3,Q1,Tuesday,Home & Garden,Garden Tools,39.54,8,316.32,CUST0116,North,26-35,Other,Debit Card,Next Day
ORD18441,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Dress,103.55,1,103.55,CUST0380,South,18-25,Male,Credit Card,Next Day
ORD18442,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Sneakers,141.8,3,425.4,CUST0022,South,46-55,Other,Gift Card,Next Day
ORD18443,2024-03-27,2024,March,3,Q1,Wednesday,Sports,Bicycle,95.45,2,190.9,CUST0440,South,18-25,Female,Credit Card,Standard
ORD18444,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Jeans,108.86,3,326.58,CUST0340,South,26-35,Male,PayPal,Express
ORD18445,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Jacket,77.83,2,155.66,CUST0374,West,36-45,Other,PayPal,Next Day
ORD18446,2024-03-27,2024,March,3,Q1,Wednesday,Books,Self-Help Book,28.09,2,56.18,CUST0193,South,26-35,Female,Gift Card,Express
ORD18447,2024-03-27,2024,March,3,Q1,Wednesday,Books,Self-Help Book,12.69,5,63.45,CUST0207,North,26-35,Female,Debit Card,Standard
ORD18448,2024-03-27,2024,March,3,Q1,Wednesday,Sports,Fitness Tracker,58.79,3,176.37,CUST0025,Central,36-45,Female,PayPal,Standard
ORD18449,2024-03-27,2024,March,3,Q1,Wednesday,Sports,Dumbbells,239.98,1,239.98,CUST0477,South,36-45,Other,Gift Card,Next Day
ORD18450,2024-03-27,2024,March,3,Q1,Wednesday,Sports,Fitness Tracker,327.52,2,655.04,CUST0397,East,46-55,Male,Credit Card,Standard
ORD18451,2024-03-27,2024,March,3,Q1,Wednesday,Home & Garden,Bed Sheets,41.27,2,82.54,CUST0269,Central,56+,Male,Gift Card,Standard
ORD18452,2024-03-27,2024,March,3,Q1,Wednesday,Electronics,Wireless Headphones,1005.62,3,3016.86,CUST0166,South,18-25,Female,Gift Card,Standard
ORD18453,2024-03-27,2024,March,3,Q1,Wednesday,Sports,Yoga Mat,48.93,3,146.79,CUST0038,Central,18-25,Male,PayPal,Standard
ORD18454,2024-03-27,2024,March,3,Q1,Wednesday,Books,Biography,28.46,6,170.76,CUST0290,East,46-55,Male,Debit Card,Standard
ORD18455,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Dress,148.68,3,446.04,CUST0062,East,18-25,Male,Debit Card,Next Day
ORD18456,2024-03-27,2024,March,3,Q1,Wednesday,Electronics,Smart Watch,831.83,3,2495.49,CUST0189,South,36-45,Other,Gift Card,Express
ORD18457,2024-03-27,2024,March,3,Q1,Wednesday,Books,Self-Help Book,35.07,1,35.07,CUST0218,East,26-35,Male,Credit Card,Next Day
ORD18458,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Jeans,140.61,2,281.22,CUST0164,East,26-35,Female,Debit Card,Standard
ORD18459,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,Sneakers,61.69,1,61.69,CUST0295,East,26-35,Other,Debit Card,Standard
ORD18460,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,T-Shirt,133.71,3,401.13,CUST0395,East,46-55,Male,Gift Card,Standard
ORD18461,2024-03-27,2024,March,3,Q1,Wednesday,Home & Garden,Lamp,154.52,3,463.56,CUST0409,West,36-45,Female,Credit Card,Standard
ORD18462,2024-03-27,2024,March,3,Q1,Wednesday,Clothing,T-Shirt,143.21,2,286.42,CUST0032,Central,46-55,Other,PayPal,Next Day
ORD18463,2024-03-27,2024,March,3,Q1,Wednesday,Electronics,Bluetooth Speaker,824.85,3,2474.55,CUST0259,Central,56+,Other,Credit Card,Express
ORD18464,2024-03-28,2024,March,3,Q1,Thursday,Clothing,Sneakers,101.1,2,202.2,CUST0151,North,46-55,Female,Credit Card,Express
ORD18465,2024-03-28,2024,March,3,Q1,Thursday,Electronics,Wireless Headphones,970.87,1,970.87,CUST0476,West,56+,Male,Gift Card,Express
ORD18466,2024-03-28,2024,March,3,Q1,Thursday,Sports,Bicycle,231.97,3,695.91,CUST0258,East,46-55,Female,PayPal,Next Day
ORD18467,2024-03-28,2024,March,3,Q1,Thursday,Electronics,Laptop,606.71,1,606.71,CUST0292,West,18-25,Male,Credit Card,Next Day
ORD18468,2024-03-28,2024,March,3,Q1,Thursday,Books,Cookbook,35.73,6,214.38,CUST0330,North,56+,Male,Gift Card,Express
ORD18469,2024-03-28,2024,March,3,Q1,Thursday,Clothing,T-Shirt,143.48,2,286.96,CUST0406,East,36-45,Other,Credit Card,Standard
ORD18470,2024-03-28,2024,March,3,Q1,Thursday,Electronics,Bluetooth Speaker,1129.4,1,1129.4,CUST0109,South,18-25,Other,Debit Card,Next Day
ORD18471,2024-03-28,2024,March,3,Q1,Thursday,Clothing,T-Shirt,74.86,7,524.02,CUST0311,East,36-45,Other,Credit Card,Standard
ORD18472,2024-03-28,2024,March,3,Q1,Thursday,Clothing,Jacket,41.75,1,41.75,CUST0060,West,36-45,Female,PayPal,Next Day
ORD18473,2024-03-28,2024,March,3,Q1,Thursday,Sports,Bicycle,312.87,1,312.87,CUST0184,West,36-45,Other,PayPal,Next Day
ORD18474,2024-03-28,2024,March,3,Q1,Thursday,Books,Science Book,22.28,6,133.68,CUST0132,North,46-55,Female,Credit Card,Express
ORD18475,2024-03-28,2024,March,3,Q1,Thursday,Clothing,T-Shirt,41.49,3,124.47,CUST0069,South,36-45,Other,PayPal,Next Day
ORD18476,2024-03-28,2024,March,3,Q1,Thursday,Books,Fiction Novel,14.04,1,14.04,CUST0463,Central,56+,Other,Credit Card,Next Day
ORD18477,2024-03-28,2024,March,3,Q1,Thursday,Home & Garden,Vacuum Cleaner,87.28,8,698.24,CUST0115,Central,18-25,Other,Credit Card,Standard
ORD18478,2024-03-28,2024,March,3,Q1,Thursday,Clothing,Jeans,85.67,2,171.34,CUST0162,West,26-35,Female,Credit Card,Next Day
ORD18479,2024-03-28,2024,March,3,Q1,Thursday,Books,Cookbook,20.31,3,60.93,CUST0111,South,36-45,Male,Credit Card,Standard
ORD18480,2024-03-28,2024,March,3,Q1,Thursday,Electronics,Wireless Headphones,624.06,1,624.06,CUST0197,South,26-35,Male,PayPal,Next Day
ORD18481,2024-03-28,2024,March,3,Q1,Thursday,Books,Cookbook,29.01,3,87.03,CUST0468,Central,26-35,Male,Credit Card,Express
ORD18482,2024-03-28,2024,March,3,Q1,Thursday,Books,Science Book,24.63,2,49.26,CUST0090,East,26-35,Female,Credit Card,Express
